subject,predicate,object
Пес_Смерти_Death_Dog,type,NamedIndividual
Миконид_росток_Myconid_Sprout,hasCon,10
Рой_крыс_Swarm_of_Rats,hasArmor,10
Ядовитая_змея_Poisonous_Snake,hasWis,10
Молодой_Медный_Дракон_Young_Copper_Dragon,hasArmor,17
Нотик_Nothic,hasLanguage,Подземный
Костяной_Naga_Дух_Bone_Naga_Spirit,hasLocation,Полярная_тундра
Молодой_Белый_Дракон_Young_White_Dragon,hasLocation,Руины
Тараска_Tarrasque,hasSize,Громадный
Пылевой_мефит_Dust_Mephit,hasLocation,Холмы
Молодой_Зеленый_Дракон_Young_Green_Dragon,hasArmor,18
Гарпия_Harpy,type,Enemy
Фламп_Flumph,hasLocation,Руины
Вампир_заклинатель_Vampire_Spellcaster,hasWorldview,Законопослушный_злой
Вампир_Vampire,hasResistanceToDamage,Некротический
Земляной_Элементаль_Earth_Elemental,hasLocation,Под_водой
Солар_Solar,hasImmunityToState,Очарованный
Испуганный,comment,"Испуганное существо совершает с помехой проверки характеристик и броски атаки, пока источник его страха находится в пределах его линии обзора.
Существо не способно добровольно приблизиться к источнику своего страха."
Банши_Banshee,hasImmunityToState,Парализованный
Молодой_Белый_Дракон_Young_White_Dragon,hasCon,18
Охряное_желе,hasSize,Большой
Дух_Wraith,hasType,Нежить
Гигантская_жаба_Giant_Toad,hasSize,Большой
Белый_медведь_Polar_Bear,hasSize,Большой
Скелет_боевого_коня_Warhorse_Skeleton,hasCon,15
Огонек_Will-o'-Wisp,type,Enemy
Ядовитая_змея_Poisonous_Snake,hasType,Зверь
Доппелгангер_Doppelganger,hasHp,52
Рогатый_Дьявол_Horned_Devil,hasResistanceToDamage,Рубящий
Взрослый_Синий_Дракон_Adult_Blue_Dragon,hasArmor,19
Разбуженный_Куст_Awakened_Shrub,hasSize,Маленький
Вампир_Vampire,hasResistanceToDamage,Колющий
Боевой_конь_Warhorse,hasStr,18
Страж-щитоносец_Shield_Guardian,hasRank,7
Водная_аномалия_Water_Weird,hasImmunityToState,Схваченный
Древний_Синий_Дракон_Ancient_Blue_Dragon,type,Enemy
Гидра_Hydra,hasInt,2
Дробящий,type,NamedIndividual
Больная_гигантская_крыса_Giant_Rat_Diseased,hasLocation,Подземелья
Рой_многоножек_Swarm_of_Centipedes,hasImmunityToState,Парализованный
Рой_ос_Swarm_of_Wasps,hasSize,Средний
Колючий_Дьявол_Spined_Devil,hasHp,22
Мозгодер_заклинатель_Mind_Flayer_Arcanist,hasCon,12
Пикси_Pixie,hasLocation,Болото
Чистокровный_Юан-ти_Yuan-ti_Pureblood,hasImmunityToState,Отравленный
Законопослушный_добрый,type,Worldview
Мамонт_Mammoth,type,NamedIndividual
Глинянный_Голем_Clay_Golem,hasInt,3
Фламп_Flumph,hasVulnerabilityToDamage,Психическая_энергия
Холмы,type,Location
Чуул_Chuul,hasImmunityToState,Отравленный
Летающая_змея_Flying_Snake,type,Enemy
Летучая_мышь_Bat,hasLocation,Равнина/луг
Дуодрон_Duodrone,hasHp,11
Реморхаз_Remorhaz,hasLocation,Город
Медведь-оборотень_Werebear,hasImmunityToDamage,Дробящий
Кровавый_Ястреб_Blood_Hawk,hasArmor,12
Мозгодер_заклинатель_Mind_Flayer_Arcanist,hasWis,17
Охряное_желе,hasWis,6
Кошка_Cat,hasStr,3
Взрослый_Синий_Драколич_Adult_Blue_Dracolich,hasCha,19
Взрослый_Синий_Драколич_Adult_Blue_Dracolich,hasWorldview,Законопослушный_злой
Бурый_Медведь_Brown_Bear,type,NamedIndividual
Оживший_Доспех_Animated_Armor,hasStr,14
Эмпирей_Empyrean,hasInt,21
Рой_пауков_Swarm_of_Spiders,hasImmunityToState,Ошеломлённый
Нежить,type,Type
Разведчик_Scout,hasCha,11
Гигантская_крыса_Giant_Rat,type,Enemy
Огненный_Элементаль_Fire_Elemental,hasResistanceToDamage,Колющий
Ледяной_мефит_Ice_Mephit,hasImmunityToDamage,Холодный
Рой_жуков_Swarm_of_Beetles,type,NamedIndividual
Конструкт,type,Type
Вампир_заклинатель_Vampire_Spellcaster,hasType,Нежить
Гигантская_муха_Giant_Fly,hasWis,10
Виноградная_зараза_Vine_Blight,hasStr,15
Белый_Дракон_Вирм_White_Dragon_Wyrmling,hasLocation,Подземелья
Куазит_Quasit,hasImmunityToState,Отравленный
Ползущий_Падальшик_Carrion_Crawler,hasStr,14
Куазит_Quasit,hasType,Исчадие
Кабан_Boar,hasCon,12
Банши_Banshee,hasWis,11
Фейский_ДраконГолубой_Faerie_Dragon_Blue,type,NamedIndividual
Йочлол_Yochlol,hasStr,15
20,type,Rank
Бородатый_Дьявол_Bearded_Devil,hasArmor,13
Наблюдатель_Spectator,hasHp,39
Ледяной_мефит_Ice_Mephit,hasType,Элементаль
Секироклюв_Axe_Beak,type,NamedIndividual
Взрослый_Зеленый_Дракон_Adult_Green_Dragon,hasArmor,19
Андро-сфинкс_Androsphinx,hasImmunityToState,Испуганный
Сахуагин_Sahuagin,hasWorldview,Законопослушный_злой
Арканалот_Arcanaloth,hasResistanceToDamage,Огненный
Наблюдатель_Spectator,hasArmor,14
Молодой_Зеленый_Дракон_Young_Green_Dragon,type,Enemy
Меззолот_Mezzoloth,hasResistanceToDamage,Дробящий
Гнолл_хозяин_стаи_гнолл_Pack_Lord,hasLanguage,Гномий
Гомункул_Homunculus,hasInt,10
Удушающий_ковер_Rug_of_Smothering,type,Enemy
Арканалот_Arcanaloth,hasResistanceToDamage,Рубящий
Лемур_Lemure,hasLanguage,Инфернальный
Пожиратель_разума_Intellect_Devourer,hasCha,10
Лягушка_Frog,hasArmor,11
Драйдер_Заклинатель_Drider_Spellcaster,hasCon,18
Теневой_демон_Shadow_Demon,hasRank,4
Джинн_Djinni,hasSize,Большой
Молодой_Красный_Дракон_Тень_Young_Red_Shadow_Dragon,hasStr,23
Планетар_Planetar,hasWorldview,Законопослушный_добрый
Золотой_Дракон_Вирм_Gold_Dragon_Wyrmling,hasType,Дракон
Крыса-оборотень_Wererat,hasType,Гуманоид
Законопослушный_злой,type,NamedIndividual
Король/Королева_ящериц_Lizard_King/Queen,hasStr,17
Реморхаз_Remorhaz,hasImmunityToDamage,Огненный
Штормовой_великан_Storm_Giant,hasLanguage,Общий
Удушающий_ковер_Rug_of_Smothering,hasInt,1
Крыса_Rat,hasHp,1
Чуул_Chuul,type,NamedIndividual
Взрослый_Медный_Дракон_Adult_Copper_Dragon,hasLocation,Равнина/луг
Зорн_Xorn,hasType,Элементаль
1/4,hasRankEx,50.0
Анкег_Ankheg,hasWorldview,Истинно_нейтральный
Каменный_голем_Stone_Golem,hasImmunityToState,Испуганный
Невидимый_сталкер_Invisible_Stalker,hasImmunityToState,Сбитый_с_ног
Мозгодер_Mind_Flayer,hasInt,19
Фомориан_Fomorian,hasRank,8
Лошадь_Draft_Horse,hasHp,19
Демон-боец_Pit_Fiend,hasLocation,Под_водой
Кокатрис_Cockatrice,hasArmor,11
Ааракокра_Aarakocra,hasInt,11
Эмпирей_Empyrean,hasStr,30
Дроу_элитный_воин_Drow_Elite_Warrior,hasCha,12
Стридж_Stirge,hasSize,Крошечный
Скелет_боевого_коня_Warhorse_Skeleton,hasImmunityToState,Отравленный
Древний_Синий_Дракон_Ancient_Blue_Dragon,hasCon,27
Великаний,type,NamedIndividual
19,type,Rank
Русалка_Merfolk,hasRank,1/8
Ржавый_монстр_Rust_Monster,hasArmor,14
Служитель_Acolyte,type,Enemy
Мозгодер_Mind_Flayer,hasStr,11
Страж-щитоносец_Shield_Guardian,hasWis,10
Золотой_Дракон_Вирм_Gold_Dragon_Wyrmling,hasInt,14
Рой_воронов_Swarm_of_Ravens,hasType,Стая_крошечных_зверей
Зомби_Бехолдер_Beholder_Zombie,hasType,Нежить
Фомориан_Fomorian,hasWorldview,Хаотичный_злой
Вампир_воин_Vampire_Warrior,hasSize,Средний
Разбуженное_Дерево_Awakened_Tree,hasRank,2
Шпион_Spy,hasRank,1
Обезьяна_Ape,hasHp,19
Окаменевший,comment,"Окаменевшее существо, а также все немагические предметы, которые оно несёт или носит, трансформируется в твёрдое инертное вещество (как правило, в камень). Его вес увеличивается в 10 раз, и оно перестаёт стареть.
Существо недееспособно, не способно двигаться и говорить, а также не осознаёт своё окружение.
Броски атаки по существу совершаются с преимуществом.
Существо автоматически проваливает спасброски Силы и Ловкости.
Существо получает сопротивление ко всем видам урона.
Существо получает иммунитет к ядам и болезням. Если яд или болезнь уже действовали на существо, их действие приостанавливается, но не исчезает."
Ледяной_Дьявол-Копейщик_Ice_Devil_Spear,hasHp,180
Древний_Бронзовый_Дракон_Ancient_Bronze_Dragon,type,Enemy
Красный_полудракон_ветеран_Half-Red_Dragon_Veteran,hasWis,11
Синий_Слаад_Blue_Slaad,hasStr,20
Фейский_ДраконОранжевый_Faerie_Dragon_Orange,hasWis,12
Псевдодракон_Pseudodragon,type,Enemy
Мозгодер_Mind_Flayer,type,NamedIndividual
Камбион_Cambion,hasStr,18
Ястреб_Hawk,hasRank,0
Фанатик_Cult_Fanatic,hasWorldview,Нейтральный_злой
Молодой_Красный_Дракон_Тень_Young_Red_Shadow_Dragon,type,NamedIndividual
17,type,Rank
Гитиянки_Warrior,hasWis,13
Фея_Sprite,hasWis,13
Перитон_Peryton,hasResistanceToDamage,Колющий
Ассассин_Assassin,hasCha,10
Анкег_Ankheg,hasSize,Большой
Паровой_мефит_Steam_Mephit,hasCon,10
Бабуин_Baboon,hasInt,4
Миконид_Монарх_Myconid_Sovereign,hasStr,12
Дух_Wraith,type,Enemy
Кошмар_в_шлеме_Helmed_Horror,hasType,Конструкт
Хобгоблин_капитан_Hobgoblin_Captain,hasHp,39
Синий_Слаад_Blue_Slaad,hasSize,Большой
Носорог_Rhinoceros,hasLocation,Подземье
Ааракокра_Aarakocra,hasHp,13
Гигантский_крокодил_Giant_Crocodile,hasInt,2
Фейский_ДраконСиний_Faerie_Dragon_Indigo,hasArmor,15
Огр-зомби_Ogre_Zombie,hasImmunityToState,Отравленный
Куаггот_Quaggoth,hasArmor,13
Хобгоблин_Hobgoblin,type,NamedIndividual
Рой_ос_Swarm_of_Wasps,hasCon,10
Молодой_Бронзовый_Дракон_Bronze,hasLocation,Полярная_тундра
Воин_племени_Tribal_Warrior,hasCon,12
Фанатик_Cult_Fanatic,hasSize,Средний
Полярная_тундра,type,NamedIndividual
Гигантская_многоножка_Giant_Centipede,hasCha,3
Перитон_Peryton,hasHp,33
Саблезубый_тигр_Saber-Toothed_Tiger,hasSize,Большой
Бандит_Bandit,hasWis,10
Летающая_змея_Flying_Snake,hasStr,4
Дроу_Маг_Drow_Mage,hasCha,12
Зеленая_ведьма_Green_Hag,hasHp,82
Гоблин_Босс_Goblin_Boss,hasRank,1
Ящерица_Lizard,hasHp,2
Демилич_Demilich,hasLocation,Подземелья
Они_Oni,hasType,Великан
Страшный_волк_Dire_Wolf,hasWis,12
Гигантский_удав_Giant_Constrictor_Snake,type,Enemy
Бабуин_Baboon,hasCha,6
Location,type,Class
Хобгоблин_капитан_Hobgoblin_Captain,hasWis,10
Стражник_Guard,hasLanguage,Общий
Тиран_Смерти_Death_Tyrant,hasLanguage,Подземный
Лось_Elk,hasRank,1/4
Охряное_желе,hasImmunityToDamage,Электрический
Мерроу_Merrow,hasCon,15
Скелет_боевого_коня_Warhorse_Skeleton,type,NamedIndividual
Гримлок_Grimlock,hasStr,16
Балливаг_Bullywug,hasStr,12
Молодой_Медный_Дракон_Young_Copper_Dragon,type,NamedIndividual
hasHp,domain,Enemy
Вампирское_отродье_Vampire_Spawn,hasWorldview,Нейтральный_злой
Скаковая_лошадь_Riding_Horse,type,NamedIndividual
Ворон_Raven,hasWis,12
Магмин_Magmin,hasImmunityToDamage,Огненный
Галеб_Дур_Galeb_Duhr,hasResistanceToDamage,Рубящий
Зимний_волк_Winter_Wolf,hasStr,18
Водный_Элементаль_Water_Elemental,hasResistanceToDamage,Кислотный
Шипастый_Дьявол_Barbed_Devil,hasCha,14
Гнолл_гнолл,type,Enemy
Страж-щитоносец_Shield_Guardian,hasHp,142
Демилич_Demilich,hasWorldview,Нейтральный_злой
Альфа_грик_Grick_Alpha,hasCon,15
Фея_Sprite,hasHp,2
Маг_Mage,hasSize,Средний
Обыватель_Commoner,hasWorldview,Истинно_нейтральный
Планетар_Planetar,type,NamedIndividual
Краб_Crab,hasLocation,Горы
Крыса-оборотень_Wererat,hasWis,10
Ледяной_мефит_Ice_Mephit,hasCha,12
Планетар_Planetar,hasCon,24
Меззолот_Mezzoloth,hasStr,18
Огонек_Will-o'-Wisp,hasStr,1
Взрослый_Белый_Дракон_Adult_White_Dragon,hasSize,Огромный
Ворг_Worg,hasWis,11
Огненный,type,NamedIndividual
Йети_Yeti,hasWorldview,Хаотичный_злой
Джинн_Djinni,hasRank,11
Бессознательный,hasExtraStates,Сбитый_с_ног
Реморхаз_Remorhaz,hasType,Монстр
